ParticipantID,Condition,PressedKey,TrialTime,StampedTime
RH,Left,left,1.11139202118,1.11113715172
RH,Left,left,1.11153411865,1.11141514778
RH,Left,right,6.29553103447,6.29529213905
RH,Left,right,6.29567193985,6.29555296898
RH,Left,left,7.59937310219,7.59917116165
RH,Left,left,7.59951496124,7.59939599037
RH,Left,right,12.2557380199,12.2554521561
RH,Left,left,13.7917900085,13.7915070057
RH,Left,right,15.5997900963,15.599558115
RH,Left,right,15.5999360085,15.5998139381
RH,Left,left,17.1036629677,17.1034650803
RH,Left,left,17.1038031578,17.1036839485
RH,Left,right,24.2720730305,24.2718191147
RH,Left,right,24.2722141743,24.272094965
RH,Left,left,26.3121039867,26.3118579388
RH,Left,left,26.3122451305,26.3121261597
RH,Left,right,27.7920219898,27.7918109894
RH,Left,right,27.7921631336,27.7920441628
RH,Left,left,29.784279108,29.7839970589
RH,Left,left,36.4485690594,36.4482820034
RH,Left,right,36.9923241138,36.9920840263
RH,Right,right,59.9533159733,59.9530179501
RH,Right,right,61.6731610298,61.6729240417
RH,Right,right,61.6733021736,61.6731820107
RH,Right,left,62.7531700134,62.7529120445
RH,Right,right,65.1853129864,65.1850309372
RH,Right,left,66.5773060322,66.5770499706
RH,Right,right,69.0494000912,69.0491230488
RH,Right,left,70.153496027,70.1532161236
RH,Right,right,74.033698082,74.0334091187
RH,Right,left,75.4655511379,75.4653019905
RH,Right,right,76.7776350975,76.7773621082
RH,Right,left,79.0977771282,79.0974979401
RH,Right,right,80.9856741428,80.9854249954
RH,Right,left,82.9538190365,82.9535851479
RH,Right,left,82.953961134,82.953840971
RH,Right,right,85.6899490356,85.6896750927
RH,Right,left,87.945898056,87.9456801414
RH,Right,left,87.9460380077,87.9459199905
RH,Right,right,89.8820960522,89.8818221092
RH,Right,left,91.922191143,91.921913147
RH,Right,right,93.5620059967,93.5617980957
RH,Right,right,93.5621471405,93.5620269775
RH,Right,right,115.946995974,115.946690083
RH,Right,left,118.0108881,118.010651112
RH,Right,left,118.011029005,118.010910988
RH,Right,right,119.514882088,119.514626026
RH,Right,left,121.275022984,121.274729967
RH,Right,right,122.618988037,122.618739128
RH,Right,left,124.123149157,124.122872114
RH,Right,right,125.835072041,125.834823132
RH,Right,left,127.040686131,127.020887136
RH,Right,right,128.57119894,128.570945978
RH,Right,left,130.187293053,130.187020063
RH,Right,right,131.603270054,131.603021145
RH,Right,left,133.835468054,133.835180998
RH,Right,right,135.187302113,135.187054157
RH,Right,left,137.01949501,137.01920104
RH,Right,right,137.795390129,137.795145035
RH,Right,right,140.907647133,140.907353163
RH,Right,left,142.195495129,142.195282936
RH,Right,left,142.195636034,142.195516109
RH,Right,right,144.059633017,144.059401035
RH,Right,right,144.05977416,144.059654951
RH,Right,left,145.899749041,145.899476051
RH,Right,right,147.595757008,147.595503092
RH,Right,left,148.835798979,148.835570097
RH,Right,left,148.835940123,148.835821152
RH,Right,right,150.643761158,150.643555164
RH,Right,right,150.64390111,150.643783092
RH,Left,left,173.220617056,173.220371962
RH,Left,left,173.220757961,173.22063899
RH,Left,right,174.556615114,174.556359053
RH,Left,left,179.276803017,179.276515961
RH,Left,right,180.940770149,180.940520048
RH,Left,left,182.796903133,182.796620131
RH,Left,right,184.548911095,184.548681974
RH,Left,right,184.549052,184.548933029
RH,Left,left,185.772886038,185.772634983
RH,Left,right,190.40517807,190.40489006
RH,Left,left,192.661316156,192.66102314
RH,Left,right,194.965247154,194.964966059
RH,Left,left,195.669075966,195.668883085
RH,Left,left,195.66921711,195.669096947
RH,Left,right,196.693222046,196.692973137
RH,Left,left,198.909348011,198.909069061
RH,Left,right,203.373573065,203.373288155
RH,Left,left,207.213681936,207.213401079
RH,Left,left,230.670371056,230.6701231
RH,Left,left,230.670514107,230.67039609
RH,Left,right,231.894277096,231.894052029
RH,Left,right,231.894417048,231.89429903
RH,Left,left,234.174469948,234.174178123
RH,Left,left,236.838610172,236.838320971
RH,Left,right,238.926604033,238.926370144
RH,Left,right,238.92674613,238.926625967
RH,Left,left,243.166793108,243.166502953
RH,Left,right,244.54271102,244.542458057
RH,Left,left,246.398870945,246.398581028
RH,Left,right,247.958815098,247.958590031
RH,Left,right,247.958956003,247.958837032
RH,Left,left,249.686848164,249.686599016
RH,Left,right,251.254979134,251.254702091
RH,Left,left,252.983099937,252.982817173
RH,Left,right,256.751220942,256.750935078
RH,Left,left,259.471189022,259.470953941
RH,Left,left,259.471333981,259.471212149
RH,Left,right,260.527282953,260.527014017
RH,Left,left,262.055149078,262.054944038
RH,Left,left,262.055288076,262.055170059
RH,Left,right,263.175266981,263.175008059
RH,Left,left,265.207393169,265.207113028
RH,Right,right,288.376145124,288.375901937
RH,Right,right,288.376286983,288.376168013
RH,Right,left,289.944221973,289.943938017
RH,Right,left,292.528203011,292.527930975
RH,Right,right,294.384361029,294.384076118
RH,Right,left,295.696141958,295.695939064
RH,Right,left,295.696280956,295.696162939
RH,Right,right,297.168364048,297.168087006
RH,Right,left,298.888319016,298.888067961
RH,Right,right,303.536566019,303.536324024
RH,Right,right,303.536707163,303.536587954
RH,Right,left,305.50468111,305.504405022
RH,Right,right,309.472762108,309.472484112
RH,Right,left,311.664822102,311.664546967
RH,Right,right,312.960833073,312.960601091
RH,Right,right,312.960977077,312.960857153
RH,Right,left,314.280795097,314.280542135
RH,Right,right,316.280956984,316.28067112
RH,Right,left,317.904947996,317.904719114
RH,Right,left,317.905086994,317.904970169
RH,Right,left,322.761209011,322.760923147
RH,Left,left,344.937848091,344.937603951
RH,Left,left,344.937988997,344.937870026
RH,Left,right,346.50586915,346.505593061
RH,Left,left,348.956207991,348.955921173
RH,Left,right,353.026165962,353.025874138
RH,Left,left,354.978116035,354.977838993
RH,Left,right,356.898144007,356.897886992
RH,Left,right,356.898286104,356.898164988
RH,Left,left,358.273920059,358.267292023
RH,Left,right,359.594290972,359.594014168
RH,Left,left,360.770153046,360.769950151
RH,Left,left,360.770293951,360.77017498
RH,Left,right,362.898328066,362.898096085
RH,Left,right,362.898470163,362.898350954
RH,Left,left,364.354306936,364.354076147
RH,Left,left,364.354449987,364.354329109
RH,Left,right,366.010452986,366.010210991
RH,Left,right,366.010595083,366.010476112
RH,Left,left,367.002369165,367.002148151
RH,Left,left,367.002509117,367.002392054
RH,Left,right,368.786540031,368.786303043
RH,Left,right,368.786680937,368.786561966
RH,Left,left,372.514718056,372.514436007
RH,Left,left,372.514858961,372.51473999
RH,Left,right,374.762752056,374.762470961
RH,Left,left,376.722815037,376.722520113
RH,Left,right,379.746963978,379.746670961
RH,Right,right,402.875690937,402.875398159
RH,Right,left,404.714252949,404.701982975
RH,Right,right,408.291813135,408.29152298
RH,Right,left,410.443809986,410.443572998
RH,Right,left,410.44395113,410.443832159
RH,Right,right,414.868030071,414.867747068
RH,Right,left,416.620790958,416.600799084
RH,Right,right,418.564061165,418.563802958
RH,Right,left,420.324108124,420.323829174
RH,Right,right,421.580028057,421.579786062
RH,Right,left,422.740178108,422.739901066
RH,Right,right,424.772214174,424.7719841
RH,Right,right,424.772356033,424.772237062
RH,Right,left,426.468311071,426.468034983
RH,Right,right,430.380480051,430.380197048
RH,Right,left,434.980677128,434.980380058
RH,Right,right,436.99666214,436.996381998
RH,Right,left,458.385401011,458.362560987
RH,Right,right,460.117297173,460.117045164
RH,Right,left,461.445219994,461.445019007
RH,Right,left,461.445361137,461.445240974
RH,Right,right,464.66950798,464.669270039
RH,Right,right,464.669650078,464.669530153
RH,Right,left,466.357409,466.357161045
RH,Right,right,469.085690975,469.085391045
RH,Right,left,474.093867064,474.093580961
RH,Right,right,478.837962151,478.837676048
RH,Right,left,479.98982811,479.989581108
RH,Right,right,482.461982965,482.461748123
RH,Right,right,482.462124109,482.462005138
RH,Right,left,483.502057076,483.501778126
RH,Right,right,487.694196939,487.69391799
RH,Right,left,489.694232941,489.693959951
RH,Right,right,491.742154121,491.741945028
RH,Right,right,491.742294073,491.742176056
RH,Right,left,493.334376097,493.334089994
RH,Left,f1,515.680063009,515.657323122
RH,Left,right,515.830995083,515.830752134
RH,Left,left,517.126960039,517.126759052
RH,Left,left,517.127099037,517.126981974
RH,Left,right,518.510961056,518.510763168
RH,Left,right,518.511101007,518.51098299
RH,Left,left,520.119143963,520.118868113
RH,Left,right,522.383288145,522.383005142
RH,Left,left,523.615215063,523.614949942
RH,Left,right,524.671221972,524.670976162
RH,Left,left,526.191267014,526.191039085
RH,Left,left,526.191408157,526.191288948
RH,Left,right,528.359398127,528.359112978
RH,Left,left,529.831398964,529.831144094
RH,Left,right,531.583544016,531.583259106
RH,Left,left,532.607458115,532.607236147
RH,Left,left,532.607598066,532.607480049
RH,Left,right,534.207481146,534.207268
RH,Left,right,534.207622051,534.207502127
RH,Left,left,535.759631157,535.759354115
RH,Left,right,540.111771107,540.111530066
RH,Left,right,540.111912966,540.111793041
RH,Left,left,544.919996977,544.919708967
RH,Left,right,546.912023067,546.911744118
RH,Left,left,548.255949974,548.255700111
RH,Left,right,550.151998997,550.151771069
RH,Left,right,550.152138948,550.15202117
